88920,909,6.680
88940,925,6.680
88960,941,6.680
88980,958,6.680
89000,975,6.680
89020,991,6.504
89040,1007,6.504
89060,1023,6.504
89080,1039,6.504
89100,1054,6.504
89120,1068,6.328
89140,1082,6.328
89160,1096,6.152
89180,1109,6.328
89200,1123,6.328
89220,1136,6.152
89240,1149,6.328
89260,1162,6.328
89280,1174,6.328
89300,1186,6.504
89320,1197,6.504
89340,1208,6.328
89360,1219,6.504
89380,1229,6.328
89400,1239,6.328
89420,1249,6.328
89440,1258,6.328
89460,1267,6.328
89480,1275,6.328
89500,1283,6.328
89520,1291,6.328
89540,1298,6.328
89560,1305,6.328
89580,1311,6.328
89600,1317,6.328
89620,1323,6.328
89640,1328,6.328
89660,1333,6.328
89680,1337,6.504
89700,1341,6.328
89720,1345,6.328
89740,1348,6.328
89760,1351,6.328
89780,1354,6.504
89800,1356,6.328
89820,1358,6.328
89840,1359,6.328
89860,1360,6.328
89880,1360,6.328
New target: 641 steps (72.11 deg)
89900,1361,6.504
89920,1362,6.504
89940,1363,6.504
89960,1365,6.504
89980,1367,6.504
90000,1369,6.680
90020,1372,6.680
90040,1375,6.504
90060,1379,6.680
90080,1383,6.680
90100,1387,6.680
90120,1392,6.680
90140,1397,6.680
90160,1403,6.680
90180,1409,6.680
90200,1415,6.680
90220,1422,6.680
90240,1429,6.680
90260,1436,6.680
90280,1444,6.680
90300,1452,6.680
90320,1460,6.680
90340,1469,6.680
90360,1478,6.504
90380,1487,6.504
90400,1497,6.680
90420,1507,6.680
90440,1518,6.680
90460,1529,6.680
90480,1541,6.680
90500,1553,6.680
90520,1565,6.680
90540,1578,6.680
90560,1591,6.680
90580,1604,6.680
90600,1617,6.504
90620,1631,6.504
90640,1645,6.680
90660,1659,6.680
90680,1674,6.680
90700,1689,6.504
90720,1704,6.504
90740,1719,6.680
90760,1733,6.680
90780,1747,6.504
90800,1761,6.328
90820,1774,6.504
90840,1787,6.504
90860,1800,6.328
90880,1812,6.328
90900,1824,6.152
90920,1836,6.328
90940,1847,6.152
90960,1858,6.328
90980,1868,6.328
91000,1878,6.328
91020,1888,6.328
91040,1897,6.328
91060,1906,6.328
91080,1914,6.504
91100,1922,6.504
91120,1930,6.504
91140,1937,6.328
91160,1944,6.328
91180,1951,6.328
91200,1957,6.328
91220,1963,6.328
91240,1968,6.328
91260,1973,6.328
91280,1977,6.504
91300,1981,6.328
91320,1985,6.504
91340,1989,6.328
91360,1992,6.328
91380,1994,6.504
91400,1996,6.328
