time_ms,angle_deg
13970,-1.050
13975,-1.050
13980,-1.050
13985,-0.900
13990,-0.900
13995,-0.900
14000,-0.750
14005,-0.750
14010,-0.750
14015,-0.600
14020,-0.600
14025,-0.600
14030,-0.450
14035,-0.450
14040,-0.300
14045,-0.300
14050,-0.150
14055,-0.150
14060,-0.150
14065,0.000
14070,0.000
14075,0.150
14080,0.150
14085,0.300
14090,0.300
14095,0.300
14100,0.450
14105,0.450
14110,0.450
14115,0.600
14120,0.600
14125,0.600
14130,0.600
14135,0.750
14140,0.750
14145,0.750
14150,0.750
14155,0.750
14160,0.750
14165,0.750
14170,0.900
14175,0.900
14180,0.900
14185,0.900
14190,0.900
14195,0.750
14200,0.750
14205,0.750
14210,0.750
14215,0.750
14220,0.750
14225,0.750
14230,0.600
14235,0.600
14240,0.600
14245,0.600
14250,0.450
14255,0.450
14260,0.450
14265,0.450
14270,0.300
14275,0.300
14280,0.300
14285,0.150
14290,0.150
14295,0.150
14300,0.000
14305,0.000
14310,0.000
